id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status
2450,Média,Cliente I,Telefone,Telefone,25,Problema recorrente,Aberto
2451,Baixa,Cliente L,Data Center,Email,151,Falha total,Em andamento
2452,Crítica,Cliente B,Telefone,WhatsApp,178,Reclamação atendimento,Resolvido
2453,Média,Cliente K,Internet,App,184,Instabilidade,Resolvido
2454,Média,Cliente I,Internet,Autoatendimento,56,Erro de cobrança,Aberto
2455,Média,Cliente J,Data Center,App,71,Solicitação de reembolso,Em andamento
2456,Baixa,Cliente C,Telefone,Telefone,79,Falha total,Resolvido
2457,Média,Cliente B,Data Center,Telefone,74,Erro de cobrança,Aberto
2458,Média,Cliente D,Telefone,Telefone,164,Instabilidade,Em andamento
2459,Média,Cliente E,Telefone,Telefone,45,Falha total,Aberto
2460,Média,Cliente B,TV,WhatsApp,165,Mudança de endereço,Aberto
2461,Crítica,Cliente A,Internet,WhatsApp,90,Solicitação de reembolso,Resolvido
2462,Alta,Cliente J,TV,Telefone,16,Instabilidade,Resolvido
2463,Média,Cliente K,Telefone,Autoatendimento,46,Mudança de endereço,Em andamento
2464,Média,Cliente E,TV,Telefone,123,Queda de sinal,Em andamento
2465,Média,Cliente I,Nuvem,Telefone,63,Instabilidade,Resolvido
2466,Baixa,Cliente L,Internet,Telefone,93,Instabilidade,Aberto
2467,Média,Cliente L,Telefone,Telefone,179,Problema recorrente,Aberto
2468,Baixa,Cliente E,Internet,Autoatendimento,14,Solicitação de upgrade,Resolvido
2469,Média,Cliente L,Internet,Telefone,106,Erro de cobrança,Resolvido
2470,Média,Cliente K,TV,Email,160,Lentidão,Resolvido
2471,Baixa,Cliente J,Internet,Autoatendimento,6,Solicitação de reembolso,Resolvido
2472,Crítica,Cliente I,Telefone,Autoatendimento,84,Erro de cobrança,Aberto
2473,Crítica,Cliente L,Internet,Telefone,137,Instabilidade,Resolvido
2474,Alta,Cliente J,Internet,Telefone,142,Falha total,Em andamento
2475,Média,Cliente F,Internet,WhatsApp,170,Instabilidade,Aberto
2476,Alta,Cliente C,Internet,App,18,Queda de sinal,Em andamento
2477,Baixa,Cliente D,Nuvem,Email,33,Instabilidade,Aberto
2478,Alta,Cliente D,Telefone,WhatsApp,6,Mudança de endereço,Aberto
2479,Baixa,Cliente A,Data Center,Telefone,127,Erro de cobrança,Aberto
2480,Alta,Cliente C,Internet,Telefone,138,Falha total,Aberto
2481,Baixa,Cliente C,TV,WhatsApp,108,Solicitação de upgrade,Aberto
2482,Alta,Cliente A,TV,App,163,Mudança de endereço,Aberto
2483,Crítica,Cliente I,Internet,App,2,Reclamação atendimento,Aberto
2484,Baixa,Cliente K,TV,Telefone,169,Solicitação de reembolso,Aberto
2485,Média,Cliente A,TV,Autoatendimento,183,Problema recorrente,Aberto
2486,Crítica,Cliente I,Telefone,Autoatendimento,127,Problema recorrente,Aberto
2487,Média,Cliente A,TV,Autoatendimento,33,Instabilidade,Em andamento
2488,Alta,Cliente B,Internet,App,127,Instabilidade,Resolvido
2489,Média,Cliente B,Internet,Telefone,100,Falha total,Aberto
2490,Média,Cliente F,Telefone,Telefone,114,Lentidão,Aberto
2491,Média,Cliente G,Nuvem,Email,179,Reclamação atendimento,Resolvido
2492,Baixa,Cliente K,Internet,Autoatendimento,188,Instabilidade,Em andamento
2493,Alta,Cliente A,Internet,Telefone,191,Problema recorrente,Resolvido
2494,Média,Cliente C,Telefone,Autoatendimento,12,Falha total,Resolvido
2495,Média,Cliente B,TV,Telefone,24,Queda de sinal,Aberto
2496,Média,Cliente H,TV,Autoatendimento,120,Erro de cobrança,Resolvido
2497,Média,Cliente I,Internet,Telefone,27,Reclamação atendimento,Resolvido
2498,Alta,Cliente B,TV,Email,64,Solicitação de reembolso,Em andamento
2499,Crítica,Cliente B,Telefone,WhatsApp,175,Problema recorrente,Resolvido
2500,Média,Cliente J,Telefone,Telefone,70,Reclamação atendimento,Resolvido
2501,Alta,Cliente I,Telefone,Email,91,Problema recorrente,Em andamento
2502,Alta,Cliente D,TV,Autoatendimento,135,Instabilidade,Aberto
2503,Média,Cliente E,Nuvem,Email,52,Solicitação de reembolso,Aberto
2504,Crítica,Cliente K,Telefone,Telefone,44,Solicitação de reembolso,Aberto
2505,Baixa,Cliente I,Telefone,Telefone,171,Falha total,Aberto
2506,Baixa,Cliente F,Internet,Autoatendimento,142,Solicitação de upgrade,Em andamento
2507,Alta,Cliente J,Internet,Autoatendimento,26,Solicitação de upgrade,Aberto
2508,Média,Cliente L,Data Center,App,131,Solicitação de reembolso,Resolvido
2509,Alta,Cliente I,Telefone,Autoatendimento,15,Erro de cobrança,Resolvido
2510,Crítica,Cliente I,Telefone,Telefone,146,Mudança de endereço,Em andamento
2511,Baixa,Cliente G,TV,WhatsApp,106,Mudança de endereço,Aberto
2512,Alta,Cliente L,Internet,Telefone,105,Problema recorrente,Aberto
2513,Média,Cliente J,Nuvem,App,169,Erro de cobrança,Resolvido
2514,Média,Cliente I,TV,App,40,Erro de cobrança,Em andamento
2515,Média,Cliente E,TV,Telefone,154,Reclamação atendimento,Aberto
2516,Crítica,Cliente E,Internet,Autoatendimento,49,Solicitação de upgrade,Resolvido
2517,Baixa,Cliente L,Telefone,Autoatendimento,116,Solicitação de upgrade,Aberto
2518,Média,Cliente H,Internet,Telefone,50,Falha total,Em andamento
2519,Alta,Cliente J,Telefone,Telefone,162,Problema recorrente,Resolvido
2520,Alta,Cliente D,TV,Telefone,28,Erro de cobrança,Aberto
2521,Alta,Cliente I,Internet,Email,46,Erro de cobrança,Resolvido
2522,Baixa,Cliente G,TV,Telefone,32,Mudança de endereço,Resolvido
2523,Média,Cliente G,Internet,Autoatendimento,64,Instabilidade,Aberto
2524,Média,Cliente C,Nuvem,Telefone,113,Solicitação de upgrade,Resolvido
2525,Alta,Cliente D,Telefone,Email,167,Solicitação de reembolso,Em andamento
2526,Baixa,Cliente G,Internet,Telefone,109,Problema recorrente,Resolvido
2527,Baixa,Cliente K,Internet,Autoatendimento,169,Solicitação de upgrade,Aberto
2528,Crítica,Cliente K,Nuvem,Telefone,187,Falha total,Resolvido
2529,Baixa,Cliente E,Telefone,Telefone,66,Lentidão,Resolvido
2530,Crítica,Cliente L,Internet,Telefone,12,Mudança de endereço,Resolvido
2531,Alta,Cliente C,Internet,App,144,Reclamação atendimento,Resolvido
2532,Alta,Cliente A,Internet,Email,98,Falha total,Em andamento
2533,Média,Cliente G,Nuvem,WhatsApp,186,Solicitação de upgrade,Aberto
2534,Baixa,Cliente F,TV,App,113,Instabilidade,Aberto
2535,Alta,Cliente J,Internet,WhatsApp,154,Instabilidade,Aberto
2536,Alta,Cliente G,Internet,Email,168,Reclamação atendimento,Resolvido
2537,Alta,Cliente B,Internet,Telefone,34,Mudança de endereço,Resolvido
2538,Baixa,Cliente L,Data Center,Telefone,30,Solicitação de upgrade,Em andamento
2539,Alta,Cliente D,Telefone,Autoatendimento,187,Reclamação atendimento,Em andamento
2540,Alta,Cliente B,TV,Telefone,12,Solicitação de upgrade,Resolvido
2541,Média,Cliente H,TV,Telefone,142,Solicitação de reembolso,Aberto
2542,Alta,Cliente G,Nuvem,WhatsApp,70,Lentidão,Resolvido
2543,Alta,Cliente A,Data Center,Telefone,22,Solicitação de reembolso,Aberto
2544,Média,Cliente B,Internet,WhatsApp,4,Queda de sinal,Aberto
2545,Baixa,Cliente B,Data Center,Email,155,Instabilidade,Resolvido
2546,Média,Cliente D,Nuvem,Autoatendimento,162,Erro de cobrança,Aberto
2547,Baixa,Cliente C,Internet,Telefone,95,Solicitação de reembolso,Aberto
2548,Média,Cliente A,Nuvem,Autoatendimento,23,Mudança de endereço,Resolvido
2549,Média,Cliente L,TV,Autoatendimento,63,Solicitação de upgrade,Em andamento
2550,Baixa,Cliente B,TV,Telefone,6,Lentidão,Resolvido
2551,Média,Cliente K,Internet,Email,148,Mudança de endereço,Resolvido
2552,Baixa,Cliente I,Telefone,Telefone,10,Erro de cobrança,Resolvido
2553,Alta,Cliente A,Internet,Email,59,Lentidão,Resolvido
2554,Crítica,Cliente I,Nuvem,App,25,Erro de cobrança,Em andamento
2555,Baixa,Cliente G,Data Center,Telefone,168,Erro de cobrança,Resolvido
2556,Crítica,Cliente B,TV,WhatsApp,62,Problema recorrente,Aberto
2557,Média,Cliente B,Telefone,Autoatendimento,128,Queda de sinal,Resolvido
2558,Média,Cliente E,TV,Email,49,Queda de sinal,Aberto
2559,Baixa,Cliente E,Internet,Autoatendimento,179,Solicitação de upgrade,Aberto
2560,Média,Cliente D,Telefone,WhatsApp,63,Solicitação de reembolso,Resolvido
2561,Alta,Cliente L,TV,Telefone,182,Reclamação atendimento,Resolvido
2562,Alta,Cliente J,Internet,App,150,Solicitação de reembolso,Em andamento
2563,Baixa,Cliente J,Internet,Telefone,39,Solicitação de reembolso,Em andamento
2564,Baixa,Cliente L,TV,Autoatendimento,119,Mudança de endereço,Em andamento
2565,Média,Cliente C,Internet,Telefone,60,Lentidão,Resolvido
2566,Média,Cliente D,Nuvem,Email,98,Reclamação atendimento,Aberto
2567,Baixa,Cliente J,Internet,WhatsApp,172,Erro de cobrança,Em andamento
2568,Média,Cliente D,Internet,App,18,Erro de cobrança,Aberto
2569,Alta,Cliente B,Telefone,App,70,Instabilidade,Aberto
2570,Crítica,Cliente E,TV,WhatsApp,173,Lentidão,Em andamento
2571,Média,Cliente E,Telefone,Autoatendimento,192,Solicitação de upgrade,Aberto
2572,Crítica,Cliente E,TV,Autoatendimento,24,Problema recorrente,Em andamento
2573,Média,Cliente K,Telefone,App,104,Problema recorrente,Resolvido
2574,Média,Cliente K,TV,App,197,Solicitação de reembolso,Resolvido
2575,Baixa,Cliente J,Internet,Telefone,155,Queda de sinal,Resolvido
2576,Média,Cliente A,Internet,WhatsApp,95,Instabilidade,Resolvido
2577,Crítica,Cliente F,Internet,Email,177,Queda de sinal,Resolvido
2578,Média,Cliente K,Internet,WhatsApp,176,Solicitação de reembolso,Aberto
2579,Média,Cliente B,Internet,App,47,Problema recorrente,Em andamento
2580,Média,Cliente G,Internet,Autoatendimento,30,Solicitação de reembolso,Resolvido
2581,Baixa,Cliente D,Data Center,App,35,Erro de cobrança,Resolvido
2582,Alta,Cliente E,Internet,Telefone,11,Solicitação de reembolso,Aberto
2583,Média,Cliente E,Internet,Telefone,21,Problema recorrente,Aberto
2584,Média,Cliente E,Nuvem,Telefone,35,Solicitação de reembolso,Resolvido
2585,Média,Cliente B,Internet,WhatsApp,102,Mudança de endereço,Aberto
2586,Média,Cliente E,Internet,WhatsApp,142,Instabilidade,Aberto
2587,Baixa,Cliente C,Internet,Email,88,Falha total,Em andamento
2588,Alta,Cliente D,Internet,WhatsApp,139,Falha total,Em andamento
2589,Baixa,Cliente B,Internet,WhatsApp,46,Mudança de endereço,Resolvido
2590,Alta,Cliente D,Internet,Telefone,129,Falha total,Em andamento
2591,Alta,Cliente I,Nuvem,App,90,Solicitação de reembolso,Resolvido
2592,Alta,Cliente H,Internet,Autoatendimento,83,Mudança de endereço,Aberto
2593,Média,Cliente K,Internet,WhatsApp,120,Reclamação atendimento,Resolvido
2594,Média,Cliente L,Telefone,Autoatendimento,93,Problema recorrente,Aberto
2595,Baixa,Cliente C,Internet,Telefone,137,Reclamação atendimento,Aberto
2596,Alta,Cliente A,Internet,Telefone,6,Mudança de endereço,Resolvido
2597,Baixa,Cliente A,Nuvem,App,21,Mudança de endereço,Aberto
2598,Média,Cliente F,Nuvem,Autoatendimento,122,Solicitação de reembolso,Resolvido
2599,Média,Cliente C,TV,Telefone,173,Erro de cobrança,Resolvido
2600,Baixa,Cliente D,Internet,Email,59,Mudança de endereço,Aberto
2601,Média,Cliente A,Data Center,Autoatendimento,149,Mudança de endereço,Aberto
2602,Baixa,Cliente H,Internet,Email,90,Erro de cobrança,Em andamento
2603,Alta,Cliente A,Internet,App,101,Solicitação de upgrade,Aberto
2604,Média,Cliente E,Telefone,WhatsApp,116,Erro de cobrança,Resolvido
2605,Baixa,Cliente F,TV,Autoatendimento,75,Lentidão,Aberto
2606,Média,Cliente B,Internet,Telefone,169,Falha total,Resolvido
2607,Baixa,Cliente G,Telefone,Autoatendimento,17,Mudança de endereço,Resolvido
2608,Baixa,Cliente G,Nuvem,Autoatendimento,5,Reclamação atendimento,Resolvido
2609,Alta,Cliente A,Internet,Autoatendimento,11,Solicitação de upgrade,Aberto
2610,Baixa,Cliente D,TV,App,180,Lentidão,Aberto
2611,Alta,Cliente L,Internet,WhatsApp,49,Falha total,Aberto
2612,Baixa,Cliente D,Internet,Telefone,21,Queda de sinal,Resolvido
2613,Baixa,Cliente E,Internet,Telefone,33,Mudança de endereço,Aberto
2614,Alta,Cliente A,Telefone,WhatsApp,195,Queda de sinal,Resolvido
2615,Média,Cliente A,Internet,Telefone,61,Erro de cobrança,Resolvido
2616,Baixa,Cliente G,Nuvem,App,12,Falha total,Resolvido
2617,Média,Cliente I,Data Center,Autoatendimento,21,Queda de sinal,Resolvido
2618,Baixa,Cliente A,Data Center,App,24,Instabilidade,Resolvido
2619,Alta,Cliente B,Internet,WhatsApp,128,Solicitação de reembolso,Aberto
2620,Média,Cliente F,Internet,App,78,Falha total,Aberto
2621,Alta,Cliente F,Internet,Autoatendimento,36,Lentidão,Em andamento
2622,Crítica,Cliente B,TV,Autoatendimento,146,Solicitação de upgrade,Resolvido
2623,Média,Cliente I,Data Center,Telefone,11,Mudança de endereço,Aberto
2624,Crítica,Cliente D,TV,App,39,Solicitação de reembolso,Resolvido
2625,Média,Cliente G,Telefone,Email,84,Mudança de endereço,Resolvido
2626,Crítica,Cliente F,Internet,WhatsApp,33,Erro de cobrança,Aberto
2627,Baixa,Cliente K,Nuvem,Autoatendimento,55,Problema recorrente,Resolvido
2628,Alta,Cliente K,Internet,Telefone,58,Erro de cobrança,Aberto
2629,Média,Cliente C,Internet,Telefone,108,Lentidão,Aberto
2630,Média,Cliente H,Nuvem,WhatsApp,26,Erro de cobrança,Resolvido
2631,Média,Cliente G,Telefone,Telefone,143,Instabilidade,Resolvido
2632,Alta,Cliente I,Internet,Telefone,46,Falha total,Resolvido
2633,Baixa,Cliente C,Internet,WhatsApp,173,Queda de sinal,Resolvido
2634,Baixa,Cliente A,Internet,App,119,Solicitação de upgrade,Resolvido
2635,Alta,Cliente B,Telefone,WhatsApp,39,Queda de sinal,Resolvido
2636,Média,Cliente L,Internet,WhatsApp,126,Instabilidade,Em andamento
2637,Crítica,Cliente K,Nuvem,App,37,Queda de sinal,Aberto
2638,Alta,Cliente L,Internet,Autoatendimento,89,Falha total,Aberto
2639,Crítica,Cliente A,Telefone,Autoatendimento,125,Lentidão,Em andamento
2640,Alta,Cliente K,Internet,Email,168,Mudança de endereço,Resolvido
2641,Média,Cliente E,Internet,Telefone,168,Lentidão,Em andamento
2642,Baixa,Cliente J,TV,Telefone,14,Falha total,Resolvido
2643,Alta,Cliente B,TV,Autoatendimento,195,Falha total,Aberto
2644,Média,Cliente C,Internet,Telefone,163,Solicitação de upgrade,Em andamento
2645,Baixa,Cliente H,Telefone,Telefone,125,Queda de sinal,Em andamento
2646,Média,Cliente J,Nuvem,Telefone,16,Queda de sinal,Aberto
2647,Crítica,Cliente E,Internet,Telefone,59,Mudança de endereço,Resolvido
2648,Média,Cliente D,Internet,Telefone,113,Reclamação atendimento,Resolvido
2649,Média,Cliente E,Internet,App,60,Erro de cobrança,Aberto
2650,Média,Cliente J,Telefone,App,195,Solicitação de reembolso,Resolvido
2651,Baixa,Cliente F,Internet,Email,53,Solicitação de reembolso,Resolvido
2652,Média,Cliente L,Internet,App,70,Problema recorrente,Em andamento
2653,Média,Cliente G,Telefone,Telefone,104,Lentidão,Resolvido
2654,Baixa,Cliente I,Data Center,App,6,Solicitação de reembolso,Resolvido
2655,Alta,Cliente A,Internet,Telefone,44,Solicitação de reembolso,Resolvido
2656,Média,Cliente D,Internet,Email,9,Problema recorrente,Resolvido
2657,Alta,Cliente L,Telefone,Autoatendimento,79,Solicitação de reembolso,Aberto
2658,Alta,Cliente L,Internet,Email,94,Problema recorrente,Aberto
2659,Baixa,Cliente I,Internet,Autoatendimento,64,Solicitação de upgrade,Em andamento
2660,Média,Cliente E,Telefone,Telefone,197,Falha total,Resolvido
2661,Média,Cliente H,Nuvem,Email,164,Instabilidade,Resolvido
2662,Alta,Cliente L,Nuvem,Email,33,Solicitação de upgrade,Resolvido
2663,Baixa,Cliente A,Internet,Telefone,98,Mudança de endereço,Em andamento
2664,Alta,Cliente D,TV,WhatsApp,119,Queda de sinal,Resolvido
2665,Média,Cliente L,Internet,Autoatendimento,25,Queda de sinal,Resolvido
2666,Média,Cliente L,Internet,WhatsApp,51,Queda de sinal,Aberto
2667,Baixa,Cliente I,Data Center,Autoatendimento,119,Solicitação de upgrade,Aberto
2668,Média,Cliente A,Nuvem,Email,188,Queda de sinal,Resolvido
2669,Alta,Cliente A,Internet,Telefone,194,Lentidão,Resolvido
2670,Média,Cliente D,Internet,App,129,Erro de cobrança,Resolvido
2671,Média,Cliente C,Internet,Telefone,113,Reclamação atendimento,Aberto
2672,Média,Cliente G,Telefone,Telefone,39,Erro de cobrança,Aberto
2673,Alta,Cliente K,Nuvem,Telefone,167,Mudança de endereço,Resolvido
2674,Baixa,Cliente C,Internet,Telefone,150,Problema recorrente,Resolvido
2675,Crítica,Cliente A,Internet,Autoatendimento,152,Reclamação atendimento,Resolvido
2676,Média,Cliente L,Internet,App,175,Erro de cobrança,Em andamento
2677,Média,Cliente K,Internet,Telefone,198,Lentidão,Resolvido
2678,Baixa,Cliente J,TV,WhatsApp,159,Reclamação atendimento,Aberto
2679,Baixa,Cliente B,Nuvem,Autoatendimento,169,Reclamação atendimento,Resolvido
2680,Média,Cliente J,Internet,Autoatendimento,83,Erro de cobrança,Em andamento
2681,Baixa,Cliente D,Internet,WhatsApp,71,Reclamação atendimento,Resolvido
2682,Alta,Cliente A,Internet,App,70,Mudança de endereço,Aberto
2683,Baixa,Cliente A,Telefone,Telefone,171,Solicitação de reembolso,Resolvido
2684,Média,Cliente L,Internet,Autoatendimento,147,Solicitação de reembolso,Resolvido
2685,Média,Cliente H,Telefone,Autoatendimento,188,Solicitação de upgrade,Aberto
2686,Baixa,Cliente G,Internet,App,14,Erro de cobrança,Aberto
2687,Baixa,Cliente H,Internet,WhatsApp,120,Queda de sinal,Aberto
2688,Média,Cliente D,TV,App,103,Mudança de endereço,Em andamento
2689,Média,Cliente F,Internet,Autoatendimento,22,Instabilidade,Aberto
2690,Média,Cliente C,TV,App,197,Reclamação atendimento,Resolvido
2691,Média,Cliente K,Telefone,App,78,Erro de cobrança,Resolvido
2692,Média,Cliente H,Nuvem,App,83,Erro de cobrança,Resolvido
2693,Baixa,Cliente D,Internet,Autoatendimento,78,Mudança de endereço,Aberto
2694,Média,Cliente C,TV,Email,190,Queda de sinal,Aberto
2695,Crítica,Cliente D,Internet,WhatsApp,100,Mudança de endereço,Em andamento
2696,Média,Cliente F,Data Center,WhatsApp,167,Reclamação atendimento,Aberto
2697,Alta,Cliente K,TV,Telefone,169,Erro de cobrança,Resolvido
2698,Média,Cliente G,Internet,Email,156,Mudança de endereço,Em andamento
2699,Alta,Cliente G,Internet,App,187,Mudança de endereço,Resolvido
2700,Alta,Cliente L,Nuvem,Email,195,Instabilidade,Aberto
2701,Média,Cliente D,Nuvem,WhatsApp,44,Falha total,Resolvido
2702,Crítica,Cliente H,Nuvem,WhatsApp,123,Solicitação de reembolso,Resolvido
2703,Baixa,Cliente G,Nuvem,WhatsApp,125,Queda de sinal,Em andamento
2704,Baixa,Cliente B,Nuvem,Telefone,21,Solicitação de upgrade,Resolvido
2705,Alta,Cliente H,Telefone,Telefone,164,Reclamação atendimento,Aberto
2706,Alta,Cliente I,Internet,Email,56,Lentidão,Aberto
2707,Baixa,Cliente E,Internet,Autoatendimento,75,Solicitação de upgrade,Resolvido
2708,Baixa,Cliente D,Telefone,Email,73,Solicitação de reembolso,Resolvido
2709,Baixa,Cliente D,Internet,Email,169,Solicitação de upgrade,Aberto
2710,Média,Cliente D,Telefone,WhatsApp,47,Reclamação atendimento,Em andamento
2711,Alta,Cliente F,Internet,App,80,Lentidão,Em andamento
2712,Média,Cliente K,Telefone,Telefone,171,Mudança de endereço,Resolvido
2713,Média,Cliente D,Internet,Autoatendimento,147,Instabilidade,Resolvido
2714,Média,Cliente G,Telefone,Telefone,16,Reclamação atendimento,Aberto
2715,Baixa,Cliente G,Telefone,App,100,Queda de sinal,Resolvido
2716,Média,Cliente E,Internet,App,67,Mudança de endereço,Em andamento
2717,Média,Cliente E,Nuvem,Telefone,142,Falha total,Resolvido
2718,Crítica,Cliente J,Telefone,Autoatendimento,110,Solicitação de reembolso,Em andamento
2719,Alta,Cliente H,Nuvem,Telefone,58,Mudança de endereço,Em andamento
2720,Baixa,Cliente G,Internet,WhatsApp,138,Mudança de endereço,Aberto
2721,Crítica,Cliente G,Internet,WhatsApp,122,Solicitação de upgrade,Em andamento
2722,Alta,Cliente F,Internet,WhatsApp,100,Erro de cobrança,Aberto
2723,Alta,Cliente G,Internet,Email,67,Erro de cobrança,Aberto
2724,Média,Cliente G,Internet,Email,145,Queda de sinal,Em andamento
